id	site	country	latitude	longitude	coord_source	period	fauna_source	taxon	occurrence	geometry
46	Didyma	Turkey	37.385	27.256	Pleiades	Iron Age	Boessneck & von den Driesch 1983	Dama	1	c(-593163.292364366, 648234.808645288)
61	Fikirtepe	Turkey	41	28	Kopp & Röllig 1994	Late Neolithic	Röhrs & Herre 1961; Boessneck & von den Driesch 1979	Dama	1	c(-490233.306256193, 1042679.42626747)
73	Hacılar	Turkey	37.6	30.1	Pleiades	Early Neolithic	Westley 1970	Dama	1	c(-340316.280257581, 650390.702736355)
92	Kara'in	Turkey	37.133	30.583	Schyle 1992	Lower Palaeolithic	Uerpmann 1987	Dama	1	c(-301204.731019632, 595673.119184418)
92	Kara'in	Turkey	37.133	30.583	Schyle 1992	Middle Palaeolithic	Uerpmann 1987	Dama	1	c(-301204.731019632, 595673.119184418)
92	Kara'in	Turkey	37.133	30.583	Schyle 1992	Upper Palaeolithic	Uerpmann 1987	Dama	1	c(-301204.731019632, 595673.119184418)
92	Kara'in	Turkey	37.133	30.583	Schyle 1992	Epipalaeolithic	Uerpmann 1987	Dama	1	c(-301204.731019632, 595673.119184418)
129	Pergamon (Bergama)	Turkey	39.131	27.185	Pleiades	Roman	von den Driesch & Boessneck 1982	Dama	1	c(-579876.038193154, 842006.442248327)
164	Suberde	Turkey	37.333	31.933	Gebel 1984	Early Neolithic	Perkins & Daly 1968	Dama	1	c(-180202.505014866, 610599.537564198)
174	Troy	Turkey	39.957	26.238	Pleiades	Bronze Age	Gejvall 1938, 1939	Dama	1	c(-651404.0776574, 942112.311094933)
2	Abu Hureyra	Syria	35.867	38.4	Schyle & Uerpmann 1996	Protoneolithic	Moore, Hillman & Legge 1975	Dama	1	c(394692.703588336, 435521.440033392)
2	Abu Hureyra	Syria	35.867	38.4	Schyle & Uerpmann 1996	Early Neolithic	Moore, Hillman & Legge 1975	Dama	1	c(394692.703588336, 435521.440033392)
2	Abu Hureyra	Syria	35.867	38.4	Schyle & Uerpmann 1996	Late Neolithic	Moore, Hillman & Legge 1975	Dama	1	c(394692.703588336, 435521.440033392)
8	Ain Mallaha	Israel	33.13	35.58	CONTEXT	Protoneolithic	Ducos 1968, for Canis see Davis & Valla 1978	Dama	1	c(134838.049742573, 132901.947768156)
16	Arad	Israel	31.28	35.126	Pleiades	Bronze Age	Lernau 1972; Davis 1976	Dama	1	c(87951.1947988456, -71462.5313420306)
18	Asiab	Iran	34.3	47.19	CONTEXT	Protoneolithic	Bökönyi 1977	Dama	1	c(1204129.0116148, 305366.951274242)
20	Asmar, Tell	Iraq	33.487	44.725	Pleiades	Bronze Age	Hilzheimer 1941	Dama	1	c(984701.296339941, 196106.418267837)
29	Beisamoun	Israel	33.093	35.58	Bocquentin et al. 2011	Early Neolithic	Davis 1978	Dama	1	c(134765.982487938, 128799.293080832)
34	Bouqras	Syria	35.03	40.39	CONTEXT	Early Neolithic	Hooijer 1966; Clason 1977, 1981	Dama	1	c(577154.912204992, 346371.362213395)
36	Choga Mami	Iraq	33.9	45.17	CONTEXT	Late Neolithic	Bökönyi 1978	Dama	1	c(1022384.67467957, 244879.216064029)
38	Çayönü Tepesi	Turkey	38.218	39.727	Pleiades	Early Neolithic	Lawrence 1980, 1982; Meadow 1986	Dama	1	c(508477.312768298, 698485.66909826)
43	Deir Alla	Jordan	32.197	35.621	vici:23804	Bronze Age	Clason & Buitenhuis 1978b	Dama	1	c(136887.971880415, 29363.2789451955)
43	Deir Alla	Jordan	32.197	35.621	vici:23804	Iron Age	Clason & Buitenhuis 1978b	Dama	1	c(136887.971880415, 29363.2789451955)
47	Djebel Aruda	Syria	36.167	38	Kopp & Röllig 1994	Late Neolithic	Buitenhuis pers. comm.	Dama	1	c(358358.651785293, 468501.004178465)
52	Ein Gev	Israel	32.8	35.65	CONTEXT	Upper Palaeolithic	Tchernov 1976	Dama	1	c(140634.563830146, 96234.1161960032)
52	Ein Gev	Israel	32.8	35.65	CONTEXT	Epipalaeolithic	Tchernov 1976	Dama	1	c(140634.563830146, 96234.1161960032)
53	Ein Mir'i	Israel	33.067	35.45	Schyle & Uerpmann 1996	Epipalaeolithic	Uerpmann 1987	Dama	1	c(122577.178138777, 126137.369788729)
59	Farukhabad	Iran	32.583	47.233	Wright 1981	Late Neolithic	Redding 1982	Dama	1	c(1226710.87324286, 116262.413772556)
59	Farukhabad	Iran	32.583	47.233	Wright 1981	Bronze Age	Redding 1982	Dama	1	c(1226710.87324286, 116262.413772556)
63	Gat, Tel	Israel	31.4	34.5	Kopp & Röllig 1994	Bronze Age	Ducos 1968	Dama	1	c(28655.6537723075, -56644.0190029946)
66	Geulah cave	Israel	32.796	35.003	Wreschner et al. 1960	Middle Palaeolithic	Angress 1960b	Dama	1	c(80143.0237460615, 96969.4781158309)
73	Hacılar	Turkey	37.6	30.1	Pleiades	Early Neolithic	Westley 1970	Dama	1	c(-340316.280257581, 650390.702736355)
74	Hadidi, Tell	Syria	36.265	38.151	vici:41131	Bronze Age	Clason & Buitenhuis 1978a, 1978b; Buitenhuis 1979	Dama	1	c(371857.529630972, 479472.876764394)
75	Hagoshrim	Israel	33.221	35.624	vici:57351	Late Neolithic	Ducos 1986	Dama	1	c(138999.031937357, 142961.135014899)
80	Hayonim	Israel	32.92	35.22	CONTEXT	Epipalaeolithic	Bar Yosef & Tchernov 1966; Henry, Leroi-Gourhan & Davis in press	Dama	1	c(100758.143309398, 110267.595268908)
80	Hayonim	Israel	32.92	35.22	CONTEXT	Protoneolithic	Bar Yosef & Tchernov 1966; Henry, Leroi-Gourhan & Davis in press	Dama	1	c(100758.143309398, 110267.595268908)
82	Hefziba	Israel	32.433	34.867	Kopp & Röllig 1994	Epipalaeolithic	Söffner pers. comm.	Dama	1	c(66413.6427743952, 57022.8895869752)
83	Hesbon	Jordan	31.75	35.75	Kopp & Röllig 1994	Iron Age	Weiler 1981; Boessneck & von den Driesch 1977, 1978	Dama	1	c(148269.173084659, -20430.2305081719)
88	Ishan Bahriyat (Isin)	Iraq	31.933	45.283	Pleiades	Bronze Age	Boessneck 1977; Boessneck & Kokabi 1981	Dama	1	c(1049958.25172206, 28206.5789462211)
88	Ishan Bahriyat (Isin)	Iraq	31.933	45.283	Pleiades	Iron Age	Boessneck 1977; Boessneck & Kokabi 1981	Dama	1	c(1049958.25172206, 28206.5789462211)
90	Jericho	Israel	31.86	35.47	CONTEXT	Protoneolithic	Clutton-Brock 1979; Nobis 1968	Dama	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Early Neolithic	Clutton-Brock 1979; Nobis 1968	Dama	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Late Neolithic	Clutton-Brock 1979; Nobis 1968	Dama	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Bronze Age	Clutton-Brock 1979; Nobis 1968	Dama	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Iron Age	Clutton-Brock 1979; Nobis 1968	Dama	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Hellenistic	Clutton-Brock 1979; Nobis 1968	Dama	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Roman	Clutton-Brock 1979; Nobis 1968	Dama	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Byzantine	Clutton-Brock 1979; Nobis 1968	Dama	1	c(121946.844248254, -7767.03694464226)
95	Kebarah Cave	Israel	32.57	34.93	CONTEXT	Middle Palaeolithic	Saxon 1974; Davis 1977; Uerpmann 1987	Dama	1	c(72704.0739183721, 72071.2054972711)
95	Kebarah Cave	Israel	32.57	34.93	CONTEXT	Upper Palaeolithic	Saxon 1974; Davis 1977; Uerpmann 1987	Dama	1	c(72704.0739183721, 72071.2054972711)
95	Kebarah Cave	Israel	32.57	34.93	CONTEXT	Epipalaeolithic	Saxon 1974; Davis 1977; Uerpmann 1987	Dama	1	c(72704.0739183721, 72071.2054972711)
102	Ksar 'Akil	Lebanon	33.917	35.6	Schyle 1992	Middle Palaeolithic	Hooijer 1961; Uerpmann 1987	Dama	1	c(138219.532544085, 220126.38867036)
102	Ksar 'Akil	Lebanon	33.917	35.6	Schyle 1992	Upper Palaeolithic	Hooijer 1961; Uerpmann 1987	Dama	1	c(138219.532544085, 220126.38867036)
102	Ksar 'Akil	Lebanon	33.917	35.6	Schyle 1992	Epipalaeolithic	Hooijer 1961; Uerpmann 1987	Dama	1	c(138219.532544085, 220126.38867036)
103	Labweh, Tell	Lebanon	34.187	36.358	vici:57360	Early Neolithic	Bökönyi 1978	Dama	1	c(208465.883543934, 249154.981734128)
104	Lachish	Israel	31.585	34.854	Pleiades	Bronze Age	Lerna 1975	Dama	1	c(62860.6511106271, -37009.9044258414)
104	Lachish	Israel	31.585	34.854	Pleiades	Iron Age	Lerna 1975	Dama	1	c(62860.6511106271, -37009.9044258414)
104	Lachish	Israel	31.585	34.854	Pleiades	Hellenistic	Lerna 1975	Dama	1	c(62860.6511106271, -37009.9044258414)
113	Metzer	Israel	32.417	35	Kopp & Röllig 1994	Late Neolithic	Ducos 1968	Dama	1	c(78881.7994125667, 54948.4567198391)
116	Mureybit	Syria	36.083	38.083	CONTEXT	Protoneolithic	Ducos 1978	Dama	1	c(365893.894936156, 459232.117894372)
119	Nahal Divshon (D1)	Israel	30.833	34.783	Gebel 1984	Early Neolithic	Tchernov 1976	Dama	1	c(53990.0331284635, -120303.032279784)
120	Nahal Hadera V	Israel	32.467	34.9	Schyle & Uerpmann 1996	Epipalaeolithic	Saxon, Martin & Bar-Yosef 1978	Dama	1	c(69609.1629135645, 60717.3727431757)
121	Nahal Oren	Israel	32.72	34.97	CONTEXT	Epipalaeolithic	Ducos 1968; Noy, Legge & Higgs 1973	Dama	1	c(76853.2323693437, 88614.9073553353)
121	Nahal Oren	Israel	32.72	34.97	CONTEXT	Protoneolithic	Ducos 1968; Noy, Legge & Higgs 1973	Dama	1	c(76853.2323693437, 88614.9073553353)
121	Nahal Oren	Israel	32.72	34.97	CONTEXT	Early Neolithic	Ducos 1968; Noy, Legge & Higgs 1973	Dama	1	c(76853.2323693437, 88614.9073553353)
123	Nahr al-Homr	Syria	36.2	38.067	Schyle & Uerpmann 1996	Epipalaeolithic	Clason & Buitenhuis 1978, pers. comm.	Dama	1	c(364360.537745585, 472203.511672425)
125	Norşun Tepe	Turkey	38.619	39.47	vici:29338	Late Neolithic	Boessneck & von den Driesch 1976	Dama	1	c(485002.344380646, 742565.286782645)
125	Norşun Tepe	Turkey	38.619	39.47	vici:29338	Bronze Age	Boessneck & von den Driesch 1976	Dama	1	c(485002.344380646, 742565.286782645)
125	Norşun Tepe	Turkey	38.619	39.47	vici:29338	Iron Age	Boessneck & von den Driesch 1976	Dama	1	c(485002.344380646, 742565.286782645)
132	Qafzeh, Grotte du Djebel Qafzeh	Israel	32.7	35.3	Schyle 1992	Middle Palaeolithic	Bouchud 1969	Dama	1	c(107744.015442883, 85716.9706848231)
132	Qafzeh, Grotte du Djebel Qafzeh	Israel	32.7	35.3	Schyle 1992	Upper Palaeolithic	Bouchud 1969	Dama	1	c(107744.015442883, 85716.9706848231)
132	Qafzeh, Grotte du Djebel Qafzeh	Israel	32.7	35.3	Schyle 1992	Epipalaeolithic	Bouchud 1969	Dama	1	c(107744.015442883, 85716.9706848231)
135	Qitar, al-	Syria	36.384	38.18	vici:41135	Bronze Age	Buitenhuis pers. comm.	Dama	1	c(374354.711954309, 492699.102580753)
199	Rakefet	Israel	32.65	35.08	CONTEXT	Upper Palaeolithic	Garrard in Saxon 1976	Dama	1	c(86990.0718650762, 80614.7482903585)
199	Rakefet	Israel	32.65	35.08	CONTEXT	Epipalaeolithic	Garrard in Saxon 1976	Dama	1	c(86990.0718650762, 80614.7482903585)
145	Rosh Zin	Israel	30.85	34.767	Schyle & Uerpmann 1996	Protoneolithic	Tchernov 1976	Dama	1	c(52505.3866181286, -118376.447129098)
148	Sarab	Iran	34.38	47.09	CONTEXT	Early Neolithic	Bökönyi 1977, 1978	Dama	1	c(1194113.43937599, 313303.636998439)
149	Sawwan, Tell es-	Iraq	34.122	43.905	vici:21265	Late Neolithic	Bökönyi 1978	Dama	1	c(904109.055185071, 261107.425727652)
152	Shams ed-Din Tannira	Syria	36.167	38.167	Kopp & Röllig 1994	Late Neolithic	Uerpmann 1982	Dama	1	c(373383.46525821, 468610.375379864)
154	Sheikh Hamad	Syria	35.5	40.667	Kopp & Röllig 1994	Iron Age	Uerpmann 1987	Dama	1	c(600692.929713806, 399269.09714018)
155	Shuqba	Israel	31.983	35.033	Schyle & Uerpmann 1996	Middle Palaeolithic	Bate 1942; Uerpmann 1987	Dama	1	c(80879.3415624907, 6739.60950241837)
155	Shuqba	Israel	31.983	35.033	Schyle & Uerpmann 1996	Epipalaeolithic	Bate 1942; Uerpmann 1987	Dama	1	c(80879.3415624907, 6739.60950241837)
159	Sinn, Tell es-	Syria	35.917	38.233	Gebel 1984	Early Neolithic	Clason 1980	Dama	1	c(379564.418516441, 440923.68081015)
159	Sinn, Tell es-	Syria	35.917	38.233	Gebel 1984	Protoneolithic	Clason 1980	Dama	1	c(379564.418516441, 440923.68081015)
159	Sinn, Tell es-	Syria	35.917	38.233	Gebel 1984	Late Neolithic	Clason 1980	Dama	1	c(379564.418516441, 440923.68081015)
163	Skhul	Israel	32	34.5	Kopp & Röllig 1994	Middle Palaeolithic	Bate 1937	Dama	1	c(30538.60063779, 9917.36011700606)
165	Sweyhat	Syria	36.274	38.254	vici:21267	Bronze Age	Buitenhuis pers. comm.	Dama	1	c(381104.171829691, 480549.846712493)
167	Tabun	Israel	31.55	35.233	Schyle 1992	Lower Palaeolithic	Bate 1937	Dama	1	c(98781.2163103981, -41717.8739641996)
167	Tabun	Israel	31.55	35.233	Schyle 1992	Middle Palaeolithic	Bate 1937	Dama	1	c(98781.2163103981, -41717.8739641996)
181	Wad, al-	Israel	32.67	34.97	CONTEXT	Upper Palaeolithic	Bate 1937; Uerpmann 1987	Dama	1	c(76722.2667550283, 83070.6358973941)
181	Wad, al-	Israel	32.67	34.97	CONTEXT	Epipalaeolithic	Bate 1937; Uerpmann 1987	Dama	1	c(76722.2667550283, 83070.6358973941)
191	Yabroud	Syria	33.967	36.65	Schyle 1992	Lower Palaeolithic	Perkins 1968; Lehmann 1970	Dama	1	c(235203.417783656, 224534.300716145)
191	Yabroud	Syria	33.967	36.65	Schyle 1992	Upper Palaeolithic	Perkins 1968; Lehmann 1970	Dama	1	c(235203.417783656, 224534.300716145)
191	Yabroud	Syria	33.967	36.65	Schyle 1992	Epipalaeolithic	Perkins 1968; Lehmann 1970	Dama	1	c(235203.417783656, 224534.300716145)
2	Abu Hureyra	Syria	35.867	38.4	Schyle & Uerpmann 1996	Protoneolithic	Moore, Hillman & Legge 1975	Ovicaprid	1	c(394692.703588336, 435521.440033392)
2	Abu Hureyra	Syria	35.867	38.4	Schyle & Uerpmann 1996	Early Neolithic	Moore, Hillman & Legge 1975	Ovicaprid	1	c(394692.703588336, 435521.440033392)
2	Abu Hureyra	Syria	35.867	38.4	Schyle & Uerpmann 1996	Late Neolithic	Moore, Hillman & Legge 1975	Ovicaprid	1	c(394692.703588336, 435521.440033392)
8	Ain Mallaha	Israel	33.13	35.58	CONTEXT	Protoneolithic	Ducos 1968, for Canis see Davis & Valla 1978	Ovicaprid	1	c(134838.049742573, 132901.947768156)
24	Banahilk	Iraq	36.65	44.54	CONTEXT	Late Neolithic	Laffer 1983	Ovicaprid	1	c(942546.177046621, 544791.112650168)
35	Can Hasan III	Turkey	37.25	33.37	CONTEXT	Early Neolithic	Payne 1972; Payne pers. comm.	Ovicaprid	1	c(-53258.4797460996, 595449.035460353)
44	Demirci Hüyük	Turkey	39.87	30.36	CONTEXT	Bronze Age	Rauh 1981	Ovicaprid	1	c(-299886.313943121, 900720.52145837)
47	Djebel Aruda	Syria	36.167	38	Kopp & Röllig 1994	Late Neolithic	Buitenhuis pers. comm.	Ovicaprid	1	c(358358.651785293, 468501.004178465)
52	Ein Gev	Israel	32.8	35.65	CONTEXT	Upper Palaeolithic	Tchernov 1976	Ovicaprid	1	c(140634.563830146, 96234.1161960032)
52	Ein Gev	Israel	32.8	35.65	CONTEXT	Epipalaeolithic	Tchernov 1976	Ovicaprid	1	c(140634.563830146, 96234.1161960032)
53	Ein Mir'i	Israel	33.067	35.45	Schyle & Uerpmann 1996	Epipalaeolithic	Uerpmann 1987	Ovicaprid	1	c(122577.178138777, 126137.369788729)
55	Eli, Tel	Israel	32.5	35.5	Kopp & Röllig 1994	Early Neolithic	Jarman 1974	Ovicaprid	1	c(126091.239650483, 63173.5517499667)
55	Eli, Tel	Israel	32.5	35.5	Kopp & Röllig 1994	Late Neolithic	Jarman 1974	Ovicaprid	1	c(126091.239650483, 63173.5517499667)
57	Erq el-Ahmar	Israel	31.667	35.233	Schyle & Uerpmann 1996	Middle Palaeolithic	Vaufrey 1951; Davis 1980	Ovicaprid	1	c(99053.9896468004, -28735.2618986187)
57	Erq el-Ahmar	Israel	31.667	35.233	Schyle & Uerpmann 1996	Upper Palaeolithic	Vaufrey 1951; Davis 1980	Ovicaprid	1	c(99053.9896468004, -28735.2618986187)
57	Erq el-Ahmar	Israel	31.667	35.233	Schyle & Uerpmann 1996	Epipalaeolithic	Vaufrey 1951; Davis 1980	Ovicaprid	1	c(99053.9896468004, -28735.2618986187)
61	Fikirtepe	Turkey	41	28	Kopp & Röllig 1994	Late Neolithic	Röhrs & Herre 1961; Boessneck & von den Driesch 1979	Ovicaprid	1	c(-490233.306256193, 1042679.42626747)
66	Geulah cave	Israel	32.796	35.003	Wreschner et al. 1960	Middle Palaeolithic	Angress 1960b	Ovicaprid	1	c(80143.0237460615, 96969.4781158309)
73	Hacılar	Turkey	37.6	30.1	Pleiades	Early Neolithic	Westley 1970	Ovicaprid	1	c(-340316.280257581, 650390.702736355)
74	Hadidi, Tell	Syria	36.265	38.151	vici:41131	Bronze Age	Clason & Buitenhuis 1978a, 1978b; Buitenhuis 1979	Ovicaprid	1	c(371857.529630972, 479472.876764394)
75	Hagoshrim	Israel	33.221	35.624	vici:57351	Late Neolithic	Ducos 1986	Ovicaprid	1	c(138999.031937357, 142961.135014899)
79	Hayaz Hüyük	Turkey	37.563	38.357	vici:57511	Early Neolithic	Buitenhuis pers. comm.; Clason 1985	Ovicaprid	1	c(389054.083250308, 623682.003704047)
79	Hayaz Hüyük	Turkey	37.563	38.357	vici:57511	Late Neolithic	Buitenhuis pers. comm.; Clason 1985	Ovicaprid	1	c(389054.083250308, 623682.003704047)
80	Hayonim	Israel	32.92	35.22	CONTEXT	Epipalaeolithic	Bar Yosef & Tchernov 1966; Henry, Leroi-Gourhan & Davis in press	Ovicaprid	1	c(100758.143309398, 110267.595268908)
80	Hayonim	Israel	32.92	35.22	CONTEXT	Protoneolithic	Bar Yosef & Tchernov 1966; Henry, Leroi-Gourhan & Davis in press	Ovicaprid	1	c(100758.143309398, 110267.595268908)
89	Jarmo	Iraq	35.56	44.92	CONTEXT	Early Neolithic	Stampfli 1983	Ovicaprid	1	c(985519.493635671, 426680.235011012)
90	Jericho	Israel	31.86	35.47	CONTEXT	Protoneolithic	Clutton-Brock 1979; Nobis 1968	Ovicaprid	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Early Neolithic	Clutton-Brock 1979; Nobis 1968	Ovicaprid	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Late Neolithic	Clutton-Brock 1979; Nobis 1968	Ovicaprid	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Bronze Age	Clutton-Brock 1979; Nobis 1968	Ovicaprid	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Iron Age	Clutton-Brock 1979; Nobis 1968	Ovicaprid	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Hellenistic	Clutton-Brock 1979; Nobis 1968	Ovicaprid	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Roman	Clutton-Brock 1979; Nobis 1968	Ovicaprid	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Byzantine	Clutton-Brock 1979; Nobis 1968	Ovicaprid	1	c(121946.844248254, -7767.03694464226)
95	Kebarah Cave	Israel	32.57	34.93	CONTEXT	Middle Palaeolithic	Saxon 1974; Davis 1977; Uerpmann 1987	Ovicaprid	1	c(72704.0739183721, 72071.2054972711)
95	Kebarah Cave	Israel	32.57	34.93	CONTEXT	Upper Palaeolithic	Saxon 1974; Davis 1977; Uerpmann 1987	Ovicaprid	1	c(72704.0739183721, 72071.2054972711)
95	Kebarah Cave	Israel	32.57	34.93	CONTEXT	Epipalaeolithic	Saxon 1974; Davis 1977; Uerpmann 1987	Ovicaprid	1	c(72704.0739183721, 72071.2054972711)
102	Ksar 'Akil	Lebanon	33.917	35.6	Schyle 1992	Middle Palaeolithic	Hooijer 1961; Uerpmann 1987	Ovicaprid	1	c(138219.532544085, 220126.38867036)
102	Ksar 'Akil	Lebanon	33.917	35.6	Schyle 1992	Upper Palaeolithic	Hooijer 1961; Uerpmann 1987	Ovicaprid	1	c(138219.532544085, 220126.38867036)
102	Ksar 'Akil	Lebanon	33.917	35.6	Schyle 1992	Epipalaeolithic	Hooijer 1961; Uerpmann 1987	Ovicaprid	1	c(138219.532544085, 220126.38867036)
115	Munhatta	Israel	32.5	35.5	Kopp & Röllig 1994	Early Neolithic	Ducos 1968	Ovicaprid	1	c(126091.239650483, 63173.5517499667)
115	Munhatta	Israel	32.5	35.5	Kopp & Röllig 1994	Late Neolithic	Ducos 1968	Ovicaprid	1	c(126091.239650483, 63173.5517499667)
120	Nahal Hadera V	Israel	32.467	34.9	Schyle & Uerpmann 1996	Epipalaeolithic	Saxon, Martin & Bar-Yosef 1978	Ovicaprid	1	c(69609.1629135645, 60717.3727431757)
121	Nahal Oren	Israel	32.72	34.97	CONTEXT	Epipalaeolithic	Ducos 1968; Noy, Legge & Higgs 1973	Ovicaprid	1	c(76853.2323693437, 88614.9073553353)
121	Nahal Oren	Israel	32.72	34.97	CONTEXT	Protoneolithic	Ducos 1968; Noy, Legge & Higgs 1973	Ovicaprid	1	c(76853.2323693437, 88614.9073553353)
121	Nahal Oren	Israel	32.72	34.97	CONTEXT	Early Neolithic	Ducos 1968; Noy, Legge & Higgs 1973	Ovicaprid	1	c(76853.2323693437, 88614.9073553353)
125	Norşun Tepe	Turkey	38.619	39.47	vici:29338	Late Neolithic	Boessneck & von den Driesch 1976	Ovicaprid	1	c(485002.344380646, 742565.286782645)
125	Norşun Tepe	Turkey	38.619	39.47	vici:29338	Bronze Age	Boessneck & von den Driesch 1976	Ovicaprid	1	c(485002.344380646, 742565.286782645)
125	Norşun Tepe	Turkey	38.619	39.47	vici:29338	Iron Age	Boessneck & von den Driesch 1976	Ovicaprid	1	c(485002.344380646, 742565.286782645)
135	Qitar, al-	Syria	36.384	38.18	vici:41135	Bronze Age	Buitenhuis pers. comm.	Ovicaprid	1	c(374354.711954309, 492699.102580753)
136	Quetta Valley	Pakistan	30	67	Kopp & Röllig 1994	Late Neolithic	Fairservis 1956	Ovicaprid	1	c(3127848.30725653, 203048.153502114)
136	Quetta Valley	Pakistan	30	67	Kopp & Röllig 1994	Bronze Age	Fairservis 1956	Ovicaprid	1	c(3127848.30725653, 203048.153502114)
199	Rakefet	Israel	32.65	35.08	CONTEXT	Upper Palaeolithic	Garrard in Saxon 1976	Ovicaprid	1	c(86990.0718650762, 80614.7482903585)
199	Rakefet	Israel	32.65	35.08	CONTEXT	Epipalaeolithic	Garrard in Saxon 1976	Ovicaprid	1	c(86990.0718650762, 80614.7482903585)
148	Sarab	Iran	34.38	47.09	CONTEXT	Early Neolithic	Bökönyi 1977, 1978	Ovicaprid	1	c(1194113.43937599, 313303.636998439)
150	Shah Tappe	Iran	36	54	Kopp & Röllig 1994	Bronze Age	Amschler 1939	Ovicaprid	1	c(1794314.69075355, 573458.85868876)
153	Shanidar	Iraq	36.8	44.22	CONTEXT	Middle Palaeolithic	Perkins 1964; Evins 1981; Uerpmann 1987	Ovicaprid	1	c(912859.998042341, 559407.444888798)
153	Shanidar	Iraq	36.8	44.22	CONTEXT	Upper Palaeolithic	Perkins 1964; Evins 1981; Uerpmann 1987	Ovicaprid	1	c(912859.998042341, 559407.444888798)
153	Shanidar	Iraq	36.8	44.22	CONTEXT	Epipalaeolithic	Perkins 1964; Evins 1981; Uerpmann 1987	Ovicaprid	1	c(912859.998042341, 559407.444888798)
155	Shuqba	Israel	31.983	35.033	Schyle & Uerpmann 1996	Middle Palaeolithic	Bate 1942; Uerpmann 1987	Ovicaprid	1	c(80879.3415624907, 6739.60950241837)
155	Shuqba	Israel	31.983	35.033	Schyle & Uerpmann 1996	Epipalaeolithic	Bate 1942; Uerpmann 1987	Ovicaprid	1	c(80879.3415624907, 6739.60950241837)
163	Skhul	Israel	32	34.5	Kopp & Röllig 1994	Middle Palaeolithic	Bate 1937	Ovicaprid	1	c(30538.60063779, 9917.36011700606)
164	Suberde	Turkey	37.333	31.933	Gebel 1984	Early Neolithic	Perkins & Daly 1968	Ovicaprid	1	c(-180202.505014866, 610599.537564198)
165	Sweyhat	Syria	36.274	38.254	vici:21267	Bronze Age	Buitenhuis pers. comm.	Ovicaprid	1	c(381104.171829691, 480549.846712493)
167	Tabun	Israel	31.55	35.233	Schyle 1992	Lower Palaeolithic	Bate 1937	Ovicaprid	1	c(98781.2163103981, -41717.8739641996)
167	Tabun	Israel	31.55	35.233	Schyle 1992	Middle Palaeolithic	Bate 1937	Ovicaprid	1	c(98781.2163103981, -41717.8739641996)
200	Tepecik	Turkey	41.468	34.17	Pleiades:845078	Late Neolithic	Boessneck & von den Driesch 1979	Ovicaprid	1	c(32545.1893163311, 1062521.6173896)
201	Tülintepe	Turkey	38.641	39.41	vici:51559	Late Neolithic	Boessneck & von den Driesch 1976b	Ovicaprid	1	c(479717.147370399, 744903.360234628)
22	Azraq, C-spring	Jordan	31.834	36.82	Copeland 1988	Middle Palaeolithic	Clutton-Brock 1970	Bos	1	c(249786.309153102, -12181.0692182643)
23	Balakot	Pakistan	25.45	66.7	Dales 1974	Late Neolithic	Meadow 1979a	Bos	1	c(3245840.72247868, -291653.411543074)
23	Balakot	Pakistan	25.45	66.7	Dales 1974	Bronze Age	Meadow 1979a	Bos	1	c(3245840.72247868, -291653.411543074)
111	Mehrgarh	Pakistan	29.403	67.599	vici:32060	Early Neolithic	Meadow 1984	Bos	1	c(3202899.28978515, 156600.753668087)
111	Mehrgarh	Pakistan	29.403	67.599	vici:32060	Late Neolithic	Meadow 1984	Bos	1	c(3202899.28978515, 156600.753668087)
111	Mehrgarh	Pakistan	29.403	67.599	vici:32060	Bronze Age	Meadow 1984	Bos	1	c(3202899.28978515, 156600.753668087)
57	Erq el-Ahmar	Israel	31.667	35.233	Schyle & Uerpmann 1996	Middle Palaeolithic	Vaufrey 1951; Davis 1980	Bos	1	c(99053.9896468004, -28735.2618986187)
57	Erq el-Ahmar	Israel	31.667	35.233	Schyle & Uerpmann 1996	Upper Palaeolithic	Vaufrey 1951; Davis 1980	Bos	1	c(99053.9896468004, -28735.2618986187)
57	Erq el-Ahmar	Israel	31.667	35.233	Schyle & Uerpmann 1996	Epipalaeolithic	Vaufrey 1951; Davis 1980	Bos	1	c(99053.9896468004, -28735.2618986187)
